OBJECTID	ID	NAME	ALT_NAME	CROSS_ST	LONG_NAME	LABEL	BOROUGH	NGHBHD	ROUTES	TRANSFERS	COLOR	EXPRESS	CLOSED
331	102.0000000000	Bowling Green		Broadway	"Bowling Green (4,5) Manhattan"	"Bowling Green (4,5)"	Manhattan		"4,5"	"4,5"	GREEN	express	
332	304.0000000000	Broad St		Wall St	"Broad St (J,M,Z) Manhattan"	"Broad St (J,M,Z)"	Manhattan		"J,M,Z"	"J,M,Z"	BROWN	express	
333	292.0000000000	Broadway-Lafayette St	Bleecker St	Houston St	"Broadway-Lafayette St / Bleecker St (B,D,F,V) Manhattan"	"Broadway-Lafayette St / Bleecker St (B,D,F,V)"	Manhattan		"B,D,F,V"	"B,D,F,V,4,5,6"	ORANGE	express	
334	218.0000000000	Broadway-Nassau St	Fulton St	Fulton St	"Broadway-Nassau St / Fulton St (A,C) Manhattan"	"Broadway-Nassau St / Fulton St (A,C)"	Manhattan		"A,C"	"A,C,J,M,Z,2,3,4,5"	BLUE	express	
335	105.0000000000	Brooklyn Bridge	City Hall	Centre St	"Brooklyn Bridge / City Hall (4,5,6) Manhattan"	"Brooklyn Bridge / City Hall (4,5,6)"	Manhattan		"4,5,6"	"J,M,Z,4,5,6"	GREEN	express	
336	106.0000000000	Canal St		Lafayette Ave	Canal St (6) Manhattan	Canal St (6)	Manhattan		"6"	"J,M,N,Q,R,W,Z,6"	GREEN		
337	179.0000000000	Canal St		6th Ave	"Canal St (A,C,E) Manhattan"	"Canal St (A,C,E)"	Manhattan		"A,C,E"	"A,C,E"	BLUE	express	
338	307.0000000000	Canal St		Centre St	"Canal St (J,M,Z) Manhattan"	"Canal St (J,M,Z)"	Manhattan		"J,M,Z"	"J,M,N,Q,R,W,Z,6"	BROWN	express	
339	374.0000000000	Canal St		Broadway	"Canal St (N,Q,R,W) Manhattan"	"Canal St (N,Q,R,W)"	Manhattan		"N,Q,R,W"	"J,M,N,Q,R,W,Z,6"	YELLOW	express	
340	6.0000000000	Canal St		Varick St	Canal St (1) Manhattan	Canal St (1)	Manhattan		"1"	"1"	RED		
341	23.0000000000	Cathedral Pky	110th St	Broadway	Cathedral Pky / 110th St (1) Manhattan	Cathedral Pky / 110th St (1)	Manhattan		"1"	"1"	RED		
342	217.0000000000	Chambers St	Park Pl	Church St	"Chambers St / Park Pl (A,C) Manhattan"	"Chambers St / Park Pl (A,C)"	Manhattan		"A,C"	"A,C,E,2,3"	BLUE	express	
343	306.0000000000	Chambers St	Brooklyn Bridge	Centre St	"Chambers St / Brooklyn Bridge (J,M,Z) Manhattan"	"Chambers St / Brooklyn Bridge (J,M,Z)"	Manhattan		"J,M,Z"	"J,M,Z,4,5,6"	BROWN	express	
344	4.0000000000	Chambers St		West Broadway	"Chambers St (1,2,3) Manhattan"	"Chambers St (1,2,3)"	Manhattan		"1,2,3"	"1,2,3"	RED	express	
345	8.0000000000	Christopher St	Sheridan Sq	7th Ave	Christopher St / Sheridan Sq (1) Manhattan	Christopher St / Sheridan Sq (1)	Manhattan		"1"	"1"	RED		
346	375.0000000000	City Hall		Broadway	"City Hall (R,W) Manhattan"	"City Hall (R,W)"	Manhattan		"R,W"	"R,W"	YELLOW		
347	301.0000000000	Essex St	Delancey St	Delancey St	"Essex St / Delancey St (F,J,M,Z) Manhattan"	"Essex St / Delancey St (F,J,M,Z)"	Manhattan		"F,J,M,Z"	"F,J,M,Z"	BROWN-ORANGE	express	
348	204.0000000000	Dyckman St		Broadway	Dyckman St (A) Manhattan	Dyckman St (A)	Manhattan		A	A	BLUE	express	
349	32.0000000000	Dyckman St		Nagle Ave	Dyckman St (1) Manhattan	Dyckman St (1)	Manhattan		"1"	"1"	RED		
350	302.0000000000	East Broadway		Canal St	East Broadway (F) Manhattan	East Broadway (F)	Manhattan		F	F	ORANGE		
351	5.0000000000	Franklin St		Varick St	Franklin St (1) Manhattan	Franklin St (1)	Manhattan		"1"	"1"	RED		
352	104.0000000000	Fulton St	Broadway-Nassau St	Broadway	"Fulton St / Broadway-Nassau St (4,5) Manhattan"	"Fulton St / Broadway-Nassau St (4,5)"	Manhattan		"4,5"	"A,C,J,M,Z,2,3,4,5"	GREEN	express	
353	305.0000000000	Fulton St	Broadway-Nassau St	Nassau St	"Fulton St / Broadway-Nassau St (J,M,Z) Manhattan"	"Fulton St / Broadway-Nassau St (J,M,Z)"	Manhattan		"J,M,Z"	"A,C,J,M,Z,2,3,4,5"	BROWN	express	
354	71.0000000000	Fulton St	Broadway-Nassau St	William St	"Fulton St / Broadway-Nassau St (2,3) Manhattan"	"Fulton St / Broadway-Nassau St (2,3)"	Manhattan		"2,3"	"A,C,J,M,Z,2,3,4,5"	RED	express	
355	114.0000000000	Grand Central	42nd St	Lexington Ave	"Grand Central / 42nd St (4,5,6) Manhattan"	"Grand Central / 42nd St (4,5,6)"	Manhattan		"4,5,6"	"S,4,5,6,7"	GREEN	express	
356	159.0000000000	Grand Central		42nd St	Grand Central (7) Manhattan	Grand Central (7)	Manhattan		"7"	"S,4,5,6,7"	PURPLE	express	
357	100.0000000000	Grand Central	42nd St	Park Ave	Grand Central / 42nd St (S) Manhattan	Grand Central / 42nd St (S)	Manhattan		S	"S,4,5,6,7"	GREY	express	
358	291.0000000000	Grand St		Chrystie St	"Grand St (B,D) Manhattan"	"Grand St (B,D)"	Manhattan		"B,D"	"B,D"	ORANGE	express	
359	7.0000000000	Houston St		Varick St	Houston St (1) Manhattan	Houston St (1)	Manhattan		"1"	"1"	RED		
360	363.0000000000	Lexington Ave	59th St	59th St	"Lexington Ave / 59th St (N,R,W) Manhattan"	"Lexington Ave / 59th St (N,R,W)"	Manhattan		"N,R,W"	"F,N,R,W,4,5,6"	YELLOW		
361	441.0000000000	Broadway Jct	Eastern Pky	Eastern Pky	Broadway Jct / Eastern Pky (L) Brooklyn	Broadway Jct / Eastern Pky (L)	Brooklyn		L	"A,C,J,L,Z"	GREY	express	
362	466.0000000000	Lexington Ave	63rd St	63rd St	Lexington Ave / 63rd St (F) Manhattan	Lexington Ave / 63rd St (F)	Manhattan		F	"F,N,R,W,4,5,6"	ORANGE		
363	257.0000000000	Lexington Ave	53rd St	53rd St	"Lexington Ave / 53rd St (E,V) Manhattan"	"Lexington Ave / 53rd St (E,V)"	Manhattan		"E,V"	"E,V,4,6"	BLUE-ORANGE	express	
364	70.0000000000	Park Pl	Chambers St	Broadway	"Park Pl / Chambers St (2,3) Manhattan"	"Park Pl / Chambers St (2,3)"	Manhattan		"2,3"	"A,C,E,2,3"	RED	express	
365	373.0000000000	Prince St		Broadway	"Prince St (N,R,W) Manhattan"	"Prince St (N,R,W)"	Manhattan		"N,R,W"	"N,R,W"	YELLOW		
366	377.0000000000	Rector St		Trinity Pl	"Rector St (R,W) Manhattan"	"Rector St (R,W)"	Manhattan		"R,W"	"R,W"	YELLOW		
367	467.0000000000	Roosevelt Island			Roosevelt Island (F) Manhattan	Roosevelt Island (F)	Manhattan		F	F	ORANGE		
368	180.0000000000	Spring St		6th Ave	"Spring St (C,E) Manhattan"	"Spring St (C,E)"	Manhattan		"C,E"	"C,E"	BLUE		
369	107.0000000000	Spring St		Lafayette Ave	Spring St (6) Manhattan	Spring St (6)	Manhattan		"6"	"6"	GREEN		
370	157.0000000000	Times Sq	42nd St	7th Ave/Broadway	"Times Sq / 42nd St (N,Q,R,S,W,7) Manhattan"	"Times Sq / 42nd St (N,Q,R,S,W,7)"	Manhattan		"N,Q,R,S,W,7"	"A,C,E,N,Q,R,S,W,1,2,3,7"	GREY-PURPLE-YELLOW	express	
371	371.0000000000	Union Sq	14th St	14 St	"Union Sq / 14th St (L,N,Q,R,W) Manhattan"	"Union Sq / 14th St (L,N,Q,R,W)"	Manhattan		"L,N,Q,R,W"	"L,N,Q,R,W,4,5,6"	GREY-YELLOW	express	
372	293.0000000000	W 4th St		6th Ave	"W 4th St (A,C,E) Manhattan"	"W 4th St (A,C,E)"	Manhattan		"A,C,E"	"A,B,C,D,E,F,V"	BLUE	express	
373	103.0000000000	Wall St		Broadway	"Wall St (4,5) Manhattan"	"Wall St (4,5)"	Manhattan		"4,5"	"4,5"	GREEN	express	
374	72.0000000000	Wall St		William St	"Wall St (2,3) Manhattan"	"Wall St (2,3)"	Manhattan		"2,3"	"2,3"	RED	express	
375	378.0000000000	Whitehall St	South Ferry	Water St	"Whitehall St / South Ferry (R,W) Manhattan"	"Whitehall St / South Ferry (R,W)"	Manhattan		"R,W"	"R,W"	YELLOW		
376	174.0000000000	103rd St	Corona Plaza	Roosevelt Ave	103rd St / Corona Plaza (7) Queens	103rd St / Corona Plaza (7)	Queens		"7"	"7"	PURPLE		
377	239.0000000000	104th St		Liberty Ave	104th St (A) Queens	104th St (A)	Queens		A	A	BLUE		
378	329.0000000000	104th St		Jamaica Ave	"104th St (J,Z) Queens"	"104th St (J,Z)"	Queens		"J,Z"	"J,Z"	BROWN		
379	240.0000000000	111th St		Liberty Ave	111th St (A) Queens	111th St (A)	Queens		A	A	BLUE		
380	330.0000000000	111th St		Jamaica Ave	111th St (J) Queens	111th St (J)	Queens		J	J	BROWN		
381	175.0000000000	111th St		Roosevelt Ave	111th St (7) Queens	111th St (7)	Queens		"7"	"7"	PURPLE		
382	331.0000000000	121st St		Jamaica Ave	"121st St (J,Z) Queens"	"121st St (J,Z)"	Queens		"J,Z"	"J,Z"	BROWN		
383	491.0000000000	Cortlandt St		West Broadway	Cortlandt St (1) Manhattan	Cortlandt St (1)	Manhattan		"1"	"1"	CLOSED		yes
384	277.0000000000	169th St		Hillside Ave	169th St (F) Queens	169th St (F)	Queens		F	F	ORANGE		
385	278.0000000000	179th St	Jamaica	Hillside Ave	179th St / Jamaica (F) Queens	179th St / Jamaica (F)	Queens		F	F	ORANGE		
386	468.0000000000	21st St		41st Ave	21st St (F) Queens	21st St (F)	Queens		F	F	ORANGE		
387	289.0000000000	21st St		Jackson Ave	21st St (G) Queens	21st St (G)	Queens		G	G	LIME		
388	258.0000000000	23rd St	Ely Ave	44th Dr	"23rd St / Ely Ave (E,V) Queens"	"23rd St / Ely Ave (E,V)"	Queens		"E,V"	"E,G,V,7"	BLUE-ORANGE	express	
389	360.0000000000	30th Ave		31st St	"30th Ave (N,W) Queens"	"30th Ave (N,W)"	Queens		"N,W"	"N,W"	YELLOW		
390	164.0000000000	33rd St		Queens Blvd	33rd St (7) Queens	33rd St (7)	Queens		"7"	"7"	PURPLE		
391	358.0000000000	36th Ave		31st St	"36th Ave (N,W) Queens"	"36th Ave (N,W)"	Queens		"N,W"	"N,W"	YELLOW		
392	260.0000000000	36th St		Northern Blvd	"36th St (G,R,V) Queens"	"36th St (G,R,V)"	Queens		"G,R,V"	"G,R,V"	MULTI		
393	357.0000000000	39th Ave		31st St	"39th Ave (N,W) Queens"	"39th Ave (N,W)"	Queens		"N,W"	"N,W"	YELLOW		
394	165.0000000000	40th St		Queens Blvd	40th St (7) Queens	40th St (7)	Queens		"7"	"7"	PURPLE		
395	162.0000000000	45th Rd	Court House Sq		45th Rd / Court House Sq (7) Queens	45th Rd / Court House Sq (7)	Queens		"7"	"E,G,V,7"	PURPLE		
396	262.0000000000	46th St		Broadway	"46th St (G,R,V) Queens"	"46th St (G,R,V)"	Queens		"G,R,V"	"G,R,V"	MULTI		
397	166.0000000000	46th St		Queens Blvd	46th St (7) Queens	46th St (7)	Queens		"7"	"7"	PURPLE		
398	167.0000000000	52nd St		Roosevelt Ave	52nd St (7) Queens	52nd St (7)	Queens		"7"	"7"	PURPLE		
399	168.0000000000	61st St	Woodside	Roosevelt Ave	61st St / Woodside (7) Queens	61st St / Woodside (7)	Queens		"7"	"7"	PURPLE	express	
400	269.0000000000	63rd Dr	Rego Park	Queens Blvd	"63rd Dr / Rego Park (G,R,V) Queens"	"63rd Dr / Rego Park (G,R,V)"	Queens		"G,R,V"	"G,R,V"	MULTI		
401	264.0000000000	65th St		Broadway	"65th St (G,R,V) Queens"	"65th St (G,R,V)"	Queens		"G,R,V"	"G,R,V"	MULTI		
402	270.0000000000	67th Ave		Queens Blvd	"67th Ave (G,R,V) Queens"	"67th Ave (G,R,V)"	Queens		"G,R,V"	"G,R,V"	MULTI		
403	169.0000000000	69th St		Roosevelt Ave	69th St (7) Queens	69th St (7)	Queens		"7"	"7"	PURPLE		
404	271.0000000000	71st Ave	Forest Hills	Queens Blvd	"71st Ave / Forest Hills (E,F,G,R,V) Queens"	"71st Ave / Forest Hills (E,F,G,R,V)"	Queens		"E,F,G,R,V"	"E,F,G,R,V"	MULTI	express	
405	170.0000000000	74th St-Broadway	Jackson Hts-Roosevelt Ave	Roosevelt Ave	74th St-Broadway (7) Queens	74th St-Broadway (7)	Queens		"7"	"E,F,G,R,V,7"	PURPLE		
406	272.0000000000	75th Ave		Queens Blvd	"75th Ave (E,F) Queens"	"75th Ave (E,F)"	Queens		"E,F"	"E,F"	BLUE-ORANGE		
407	326.0000000000	75th St	Eldert Ln	Jamaica Ave	"75th St / Eldert Ln (J,Z) Queens"	"75th St / Eldert Ln (J,Z)"	Queens		"J,Z"	"J,Z"	BROWN		
408	236.0000000000	80th St		Liberty Ave	80th St (A) Queens	80th St (A)	Queens		A	A	BLUE		
409	171.0000000000	82nd St	Jackson Hts	Roosevelt Ave	82nd St / Jackson Hts (7) Queens	82nd St / Jackson Hts (7)	Queens		"7"	"7"	PURPLE		
410	327.0000000000	85th St	Forest Pky	Jamaica Ave	85th St / Forest Pky (J) Queens	85th St / Forest Pky (J)	Queens		J	J	BROWN		
411	237.0000000000	88th St		Liberty Ave	88th St (A) Queens	88th St (A)	Queens		A	A	BLUE		
412	172.0000000000	90th St	Elmhurst Ave	Roosevelt Ave	90th St / Elmhurst Ave (7) Queens	90th St / Elmhurst Ave (7)	Queens		"7"	"7"	PURPLE		
413	242.0000000000	Aqueduct	North Conduit Ave	North Conduit Ave	Aqueduct / North Conduit Ave (A) Queens	Aqueduct / North Conduit Ave (A)	Queens		A	A	BLUE		
414	361.0000000000	Astoria Blvd		31st St	"Astoria Blvd (N,W) Queens"	"Astoria Blvd (N,W)"	Queens		"N,W"	"N,W"	YELLOW		
415	253.0000000000	Beach 105th St		Rockaway Freeway	"Beach 105th St (A,S) Queens"	"Beach 105th St (A,S)"	Queens		"A,S"	"A,S"	BLUE		
416	249.0000000000	Beach 25th St		Rockaway Freeway	Beach 25th St (A) Queens	Beach 25th St (A)	Queens		A	A	BLUE		
417	248.0000000000	Beach 36th St		Rockaway Freeway	Beach 36th St (A) Queens	Beach 36th St (A)	Queens		A	A	BLUE		
418	247.0000000000	Beach 44th St		Rockaway Freeway	Beach 44th St (A) Queens	Beach 44th St (A)	Queens		A	A	BLUE		
419	246.0000000000	Beach 60th St		Rockaway Freeway	Beach 60th St (A) Queens	Beach 60th St (A)	Queens		A	A	BLUE		
420	245.0000000000	Beach 67th St		Rockaway Freeway	Beach 67th St (A) Queens	Beach 67th St (A)	Queens		A	A	BLUE		
421	251.0000000000	Beach 90th St		Rockaway Freeway	"Beach 90th St (A,S) Queens"	"Beach 90th St (A,S)"	Queens		"A,S"	"A,S"	BLUE		
422	252.0000000000	Beach 98th St		Rockaway Freeway	"Beach 98th St (A,S) Queens"	"Beach 98th St (A,S)"	Queens		"A,S"	"A,S"	BLUE		
423	244.0000000000	Broad Channel			"Broad Channel (A,S) Queens"	"Broad Channel (A,S)"	Queens		"A,S"	"A,S"	BLUE		
424	359.0000000000	Broadway		31st St	"Broadway (N,W) Queens"	"Broadway (N,W)"	Queens		"N,W"	"N,W"	YELLOW		
425	290.0000000000	Court Sq	Long Island City	45th Rd	Court Sq / Long Island City (G) Queens	Court Sq / Long Island City (G)	Queens		G	"E,G,V,7"	LIME		
426	362.0000000000	Astoria-Ditmars Blvd		31st St	"Astoria-Ditmars Blvd (N,W) Queens"	"Astoria-Ditmars Blvd (N,W)"	Queens		"N,W"	"N,W"	YELLOW		
427	266.0000000000	Elmhurst Ave		Broadway	"Elmhurst Ave (G,R,V) Queens"	"Elmhurst Ave (G,R,V)"	Queens		"G,R,V"	"G,R,V"	MULTI		
428	250.0000000000	Far Rockaway	Mott Ave	Mott Ave	Far Rockaway / Mott Ave (A) Queens	Far Rockaway / Mott Ave (A)	Queens		A	A	BLUE		
429	336.0000000000	Forest Ave		67th St	Forest Ave (M) Queens	Forest Ave (M)	Queens		M	M	BROWN		
430	337.0000000000	Fresh Pond Rd		67th St	Fresh Pond Rd (M) Queens	Fresh Pond Rd (M)	Queens		M	M	BROWN		
431	267.0000000000	Grand Ave	Newtown	Queens Blvd	"Grand Ave / Newtown (G,R,V) Queens"	"Grand Ave / Newtown (G,R,V)"	Queens		"G,R,V"	"G,R,V"	MULTI		
432	243.0000000000	Howard Beach	JFK Airport	159th Ave	Howard Beach / JFK Airport (A) Queens	Howard Beach / JFK Airport (A)	Queens		A	A	BLUE		
433	161.0000000000	Hunters Point Ave		49th Ave/21st St	Hunters Point Ave (7) Queens	Hunters Point Ave (7)	Queens		"7"	"7"	PURPLE		
434	465.0000000000	Jamaica Center	Parsons/Archer	Archer Ave	"Jamaica Center / Parsons/Archer (E,J,Z) Queens"	"Jamaica Center / Parsons/Archer (E,J,Z)"	Queens		"E,J,Z"	"E,J,Z"	BLUE-BROWN	express	
435	463.0000000000	Van Wyck	Jamaica	Queens Blvd	Van Wyck / Jamaica (E) Queens	Van Wyck / Jamaica (E)	Queens		E	E	BLUE	express	
436	173.0000000000	Junction Blvd		Roosevelt Ave	Junction Blvd (7) Queens	Junction Blvd (7)	Queens		"7"	"7"	PURPLE	express	
437	241.0000000000	Lefferts Blvd	Ozone Park	Liberty Ave	Lefferts Blvd / Ozone Park (A) Queens	Lefferts Blvd / Ozone Park (A)	Queens		A	A	BLUE		
438	177.0000000000	Main St	Flushing	Roosevelt Ave	Main St / Flushing (7) Queens	Main St / Flushing (7)	Queens		"7"	"7"	PURPLE	express	
439	338.0000000000	Metropolitan Ave	Middle Village	67th St	Metropolitan Ave / Middle Village (M) Queens	Metropolitan Ave / Middle Village (M)	Queens		M	M	BROWN		
440	263.0000000000	Northern Blvd		Broadway	"Northern Blvd (G,R,V) Queens"	"Northern Blvd (G,R,V)"	Queens		"G,R,V"	"G,R,V"	MULTI		
441	276.0000000000	Parsons Blvd		Hillside Ave	Parsons Blvd (F) Queens	Parsons Blvd (F)	Queens		F	F	ORANGE		
442	259.0000000000	Queens Plz		Queens Blvd	"Queens Plz (E,G,R,V) Queens"	"Queens Plz (E,G,R,V)"	Queens		"E,G,R,V"	"E,G,R,V"	MULTI	express	
443	163.0000000000	Queensboro Plz		Queensboro Bridge	"Queensboro Plz (N,W,7) Queens"	"Queensboro Plz (N,W,7)"	Queens		"N,W,7"	"N,W,7"	PURPLE-YELLOW	express	
444	238.0000000000	Rockaway Blvd		Liberty Ave	Rockaway Blvd (A) Queens	Rockaway Blvd (A)	Queens		A	A	BLUE		
445	254.0000000000	Rockaway Park	Beach 116 St	Beach 116 St	"Rockaway Park / Beach 116 St (A,S) Queens"	"Rockaway Park / Beach 116 St (A,S)"	Queens		"A,S"	"A,S"	BLUE		
446	265.0000000000	Jackson Hts-Roosevelt Ave	74th St-Broadway	Broadway	"Jackson Hts-Roosevelt Ave (E,F,G,R,V) Queens"	"Jackson Hts-Roosevelt Ave (E,F,G,R,V)"	Queens		"E,F,G,R,V"	"E,F,G,R,V,7"	MULTI	express	
447	335.0000000000	Seneca Ave		Palmetto St	Seneca Ave (M) Queens	Seneca Ave (M)	Queens		M	M	BROWN		
448	261.0000000000	Steinway St		Broadway	"Steinway St (G,R,V) Queens"	"Steinway St (G,R,V)"	Queens		"G,R,V"	"G,R,V"	MULTI		
449	464.0000000000	Sutphin Blvd	Archer Ave	Archer Ave	"Sutphin Blvd / Archer Ave (E,J,Z) Queens"	"Sutphin Blvd / Archer Ave (E,J,Z)"	Queens		"E,J,Z"	"E,J,Z"	BLUE-BROWN	express	
450	275.0000000000	Sutphin Blvd		Hillside Ave	Sutphin Blvd (F) Queens	Sutphin Blvd (F)	Queens		F	F	ORANGE		
451	273.0000000000	Union Tpke	Kew Gardens	Queens Blvd	"Union Tpke / Kew Gardens (E,F) Queens"	"Union Tpke / Kew Gardens (E,F)"	Queens		"E,F"	"E,F"	BLUE-ORANGE	express	
452	274.0000000000	Van Wyck Blvd	Briarwood	Main St	"Van Wyck Blvd / Briarwood (E,F) Queens"	"Van Wyck Blvd / Briarwood (E,F)"	Queens		"E,F"	"E,F"	BLUE-ORANGE		
453	160.0000000000	Vernon Blvd	Jackson Ave	Jackson Ave	Vernon Blvd / Jackson Ave (7) Queens	Vernon Blvd / Jackson Ave (7)	Queens		"7"	"7"	PURPLE		
454	176.0000000000	Willets Point Blvd	Shea Stadium	Roosevelt Ave	Willets Point Blvd / Shea Stadium (7) Queens	Willets Point Blvd / Shea Stadium (7)	Queens		"7"	"7"	PURPLE	express	
455	328.0000000000	Woodhaven Blvd		Jamaica Ave	"Woodhaven Blvd (J,Z) Queens"	"Woodhaven Blvd (J,Z)"	Queens		"J,Z"	"J,Z"	BROWN	express	
456	268.0000000000	Woodhaven Blvd		Queens Blvd	"Woodhaven Blvd (G,R,V) Queens"	"Woodhaven Blvd (G,R,V)"	Queens		"G,R,V"	"G,R,V"	MULTI		
457	483.0000000000	Annadale			"Annadale, Staten Island"	Annadale	Staten Island				SI-BLUE		
458	489.0000000000	Atlantic			"Atlantic, Staten Island"	Atlantic	Staten Island				SI-BLUE		
459	480.0000000000	Bay Terrace			"Bay Terrace, Staten Island"	Bay Terrace	Staten Island				SI-BLUE		
460	472.0000000000	Clifton			"Clifton, Staten Island"	Clifton	Staten Island				SI-BLUE		
461	475.0000000000	Dongan Hills			"Dongan Hills, Staten Island"	Dongan Hills	Staten Island				SI-BLUE		
462	482.0000000000	Eltingville			"Eltingville, Staten Island"	Eltingville	Staten Island				SI-BLUE		
463	477.0000000000	Grant City			"Grant City, Staten Island"	Grant City	Staten Island				SI-BLUE		
464	473.0000000000	Grasmere			"Grasmere, Staten Island"	Grasmere	Staten Island				SI-BLUE		
465	481.0000000000	Great Kills			"Great Kills, Staten Island"	Great Kills	Staten Island				SI-BLUE		
466	484.0000000000	Huguenot			"Huguenot, Staten Island"	Huguenot	Staten Island				SI-BLUE		
467	476.0000000000	Jefferson Av			"Jefferson Av, Staten Island"	Jefferson Av	Staten Island				SI-BLUE		
468	488.0000000000	Nassau			"Nassau, Staten Island"	Nassau	Staten Island				SI-BLUE		
469	478.0000000000	New Dorp			"New Dorp, Staten Island"	New Dorp	Staten Island				SI-BLUE		
470	479.0000000000	Oakwood Heights			"Oakwood Heights, Staten Island"	Oakwood Heights	Staten Island				SI-BLUE		
471	474.0000000000	Old Town			"Old Town, Staten Island"	Old Town	Staten Island				SI-BLUE		
472	486.0000000000	Pleasant Plains			"Pleasant Plains, Staten Island"	Pleasant Plains	Staten Island				SI-BLUE		
473	485.0000000000	Prince's Bay			"Prince's Bay, Staten Island"	Prince's Bay	Staten Island				SI-BLUE		
474	487.0000000000	Richmond Valley			"Richmond Valley, Staten Island"	Richmond Valley	Staten Island				SI-BLUE		
475	469.0000000000	St George			"St George, Staten Island"	St George	Staten Island				SI-BLUE		
476	471.0000000000	Stapleton			"Stapleton, Staten Island"	Stapleton	Staten Island				SI-BLUE		
477	470.0000000000	Tompkinsville			"Tompkinsville, Staten Island"	Tompkinsville	Staten Island				SI-BLUE		
478	490.0000000000	Tottenville			"Tottenville, Staten Island"	Tottenville	Staten Island				SI-BLUE		
479	401.0000000000	Coney Island	Stillwell Ave	Surf Ave	"Coney Island / Stillwell Ave (D,F,N,Q) Brooklyn"	"Coney Island / Stillwell Ave (D,F,N,Q)"	Brooklyn		"D,F,N,Q"	"D,F,N,Q"	ORANGE		
480	492.0000000000	World Trade Center	Chambers St	Church St	World Trade Center / Chambers St (E) Manhattan	World Trade Center / Chambers St (E)	Manhattan		E	"A,C,E,2,3"	BLUE		
481	99.0000000000	Times Sq	42nd St	7th Ave/Broadway	"Times Sq (1,2,3) Manhattan"	"Times Sq / 42nd St (1,2,3)"	Manhattan		"1,2,3"	"A,C,E,N,Q,R,S,W,1,2,3,7"	RED	express	
482	904.0000000000	JFK Terminal 1			"JFK Terminal 1, Queens"	JFK Terminal 1	Queens				AIR-BLUE		
483	905.0000000000	JFK Terminal 2-3			"JFK Terminal 2-3, Queens"	JFK Terminal 2-3	Queens				AIR-BLUE		
484	906.0000000000	JFK Terminal 4			"JFK Terminal 4, Queens"	JFK Terminal 4	Queens				AIR-BLUE		
485	907.0000000000	JFK Terminal 5-6			"JFK Terminal 5-6, Queens"	JFK Terminal 5-6	Queens				AIR-BLUE		
486	908.0000000000	JFK Terminal 7			"JFK Terminal 7, Queens"	JFK Terminal 7	Queens				AIR-BLUE		
487	909.0000000000	JFK Terminal 8			"JFK Terminal 8, Queens"	JFK Terminal 8	Queens				AIR-BLUE		
488	903.0000000000	Federal Circle	Rental Car		"Federal Circle / Rental Car, Queens"	Federal Circle / Rental Car	Queens				AIR-BLUE		
489	902.0000000000	Long Term Parking			"Long Term Parking, Queens"	Long Term Parking	Queens				AIR-BLUE		
490	901.0000000000	Howard Beach		159th Ave	"Howard Beach, Queens"	Howard Beach	Queens			A	AIR-BLUE		
491	900.0000000000	Jamaica	Sutphin Blvd	Sutphin Blvd	"Jamaica / Sutphin Blvd, Queens"	Jamaica / Sutphin Blvd	Queens			"E,J,Z"	AIR-BLUE		
